
S&P 500 INDEX,Last: 6706.21,Change:  74.02
Date: 16 marzo 2026 alle ore 13:11 GMT-4,Bid: 6704.5698,Ask: 6708.0298,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 18 2026,SPX260918C04900000,0,0,1922,1930.2,0,0.3385,0.9317,0.0001,0,4900.00,SPX260918P04900000,64.4,0,52.9,53.6,0,0.3375,-0.0692,0.0001,1930
Fri Sep 18 2026,SPX260918C04925000,0,0,1898.1,1907.6,0,0.3363,0.93,0.0001,0,4925.00,SPX260918P04925000,65.4,0,54.1,54.8,0,0.3353,-0.071,0.0001,218
Fri Sep 18 2026,SPX260918C04950000,1362.86,0,1875.8,1883.1,0,0.3338,0.9282,0.0001,3,4950.00,SPX260918P04950000,58.47,0,55.4,56.1,0,0.3332,-0.0727,0.0001,969
Fri Sep 18 2026,SPX260918C04975000,1893.83,0,1851.6,1861.1,0,0.3318,0.9264,0.0001,1,4975.00,SPX260918P04975000,68.9,0,56.6,57.3,0,0.3308,-0.0746,0.0001,194
Fri Sep 18 2026,SPX260918C05000000,1806.45,0,1829.4,1836.7,0,0.3293,0.9245,0.0001,31514,5000.00,SPX260918P05000000,57.8,-12.9,57.9,58.5,6,0.3285,-0.0764,0.0001,43284
Fri Sep 18 2026,SPX260918C05025000,1671.13,0,1805.3,1814.7,0,0.3273,0.9225,0.0001,0,5025.00,SPX260918P05025000,70.41,0,59.3,59.9,0,0.3264,-0.0784,0.0001,304
Fri Sep 18 2026,SPX260918C05050000,1892.97,0,1783.1,1790.9,0,0.3252,0.9205,0.0001,6,5050.00,SPX260918P05050000,69.18,0,60.7,61.3,0,0.3243,-0.0804,0.0001,656
Fri Sep 18 2026,SPX260918C05075000,0,0,1759.1,1768.5,0,0.3229,0.9185,0.0001,0,5075.00,SPX260918P05075000,64.6,-11.2,62.1,62.7,1,0.3221,-0.0824,0.0001,1166
Fri Sep 18 2026,SPX260918C05100000,1833.39,0,1737,1744.3,0,0.3206,0.9164,0.0001,16,5100.00,SPX260918P05100000,77.14,0,63.6,64.2,0,0.32,-0.0845,0.0001,4878
Fri Sep 18 2026,SPX260918C05125000,0,0,1713.1,1722.5,0,0.3186,0.9142,0.0001,0,5125.00,SPX260918P05125000,65.7,-13.75,65.1,65.7,10,0.3178,-0.0867,0.0001,1709
Fri Sep 18 2026,SPX260918C05150000,1837.64,0,1691.1,1698.4,0,0.3163,0.912,0.0001,1,5150.00,SPX260918P05150000,80.7,0,66.6,67.3,0,0.3157,-0.0889,0.0001,2564
Fri Sep 18 2026,SPX260918C05175000,1675.83,0,1667.2,1676.6,0,0.3142,0.9097,0.0001,3,5175.00,SPX260918P05175000,83,0,68.2,68.9,0,0.3136,-0.0912,0.0001,254
Fri Sep 18 2026,SPX260918C05200000,1698.7,0,1645.4,1652.6,0,0.3121,0.9073,0.0001,110,5200.00,SPX260918P05200000,71.33,-13.97,69.8,70.5,8,0.3115,-0.0936,0.0001,5106
Fri Sep 18 2026,SPX260918C05225000,0,0,1621.6,1630.9,0,0.31,0.9049,0.0001,0,5225.00,SPX260918P05225000,85.01,0,71.5,72.2,0,0.3094,-0.096,0.0001,135
Fri Sep 18 2026,SPX260918C05250000,1717.36,0,1599.8,1607.1,0,0.3079,0.9024,0.0001,4,5250.00,SPX260918P05250000,75.3,-13.8,73.3,74,26,0.3074,-0.0985,0.0001,1483
Fri Sep 18 2026,SPX260918C05275000,0,0,1576.2,1585.5,0,0.306,0.8999,0.0001,0,5275.00,SPX260918P05275000,90.9,0,75.1,75.7,0,0.3053,-0.101,0.0001,1121
Fri Sep 18 2026,SPX260918C05300000,1189.57,0,1554.1,1562.1,0,0.304,0.8972,0.0001,1,5300.00,SPX260918P05300000,76.79,-16.86,76.9,77.6,28,0.3033,-0.1037,0.0001,2647
Fri Sep 18 2026,SPX260918C05325000,0,0,1530.9,1540.2,0,0.3018,0.8945,0.0001,0,5325.00,SPX260918P05325000,95.6,0,78.8,79.5,0,0.3013,-0.1064,0.0001,1461
Fri Sep 18 2026,SPX260918C05350000,0,0,1509,1517,0,0.3,0.8918,0.0001,0,5350.00,SPX260918P05350000,98.2,0,80.7,81.4,0,0.2992,-0.1092,0.0001,2393
Fri Sep 18 2026,SPX260918C05375000,0,0,1485.9,1495,0,0.2977,0.8889,0.0001,0,5375.00,SPX260918P05375000,100,0,82.7,83.4,0,0.2972,-0.112,0.0001,487
Fri Sep 18 2026,SPX260918C05400000,1667.63,0,1464.5,1472.1,0,0.296,0.886,0.0001,506,5400.00,SPX260918P05400000,102.3,0,84.8,85.5,0,0.2953,-0.1149,0.0001,3075
Fri Sep 18 2026,SPX260918C05425000,1353.98,0,1441.1,1450.2,0,0.2937,0.883,0.0001,1,5425.00,SPX260918P05425000,89.24,-16.36,86.9,87.6,2,0.2933,-0.1179,0.0001,439
Fri Sep 18 2026,SPX260918C05450000,972.96,0,1419.8,1427.4,0,0.292,0.8799,0.0001,3,5450.00,SPX260918P05450000,88.97,-19.38,89.1,89.8,71,0.2913,-0.121,0.0001,1819
Fri Sep 18 2026,SPX260918C05475000,0,0,1396.6,1405.7,0,0.2898,0.8767,0.0001,0,5475.00,SPX260918P05475000,110.57,0,91.3,92.1,0,0.2894,-0.1242,0.0001,687
Fri Sep 18 2026,SPX260918C05500000,1380.28,62.58,1375.4,1383,1,0.2881,0.8735,0.0001,33,5500.00,SPX260918P05500000,93.5,-20.5,93.6,94.4,5,0.2874,-0.1274,0.0001,8622
Fri Sep 18 2026,SPX260918C05525000,1399.55,0,1352.3,1361.4,0,0.2859,0.8701,0.0002,5,5525.00,SPX260918P05525000,111.3,0,96,96.8,0,0.2855,-0.1308,0.0002,614
Fri Sep 18 2026,SPX260918C05550000,1542.75,0,1331,1338.9,0,0.2841,0.8667,0.0002,1,5550.00,SPX260918P05550000,101.83,-17.67,98.5,99.2,2,0.2835,-0.1342,0.0002,3122
Fri Sep 18 2026,SPX260918C05575000,0,0,1308,1318,0,0.2824,0.8632,0.0002,0,5575.00,SPX260918P05575000,101.5,-21,101,101.8,15,0.2817,-0.1377,0.0002,1648
Fri Sep 18 2026,SPX260918C05600000,1472.36,0,1287.2,1294.9,0,0.2803,0.8596,0.0002,58,5600.00,SPX260918P05600000,103.8,-21.85,103.6,104.4,4,0.2798,-0.1413,0.0002,18516
Fri Sep 18 2026,SPX260918C05625000,0,0,1264.6,1273.4,0,0.2783,0.8559,0.0002,0,5625.00,SPX260918P05625000,127.5,0,106.2,107,0,0.2778,-0.145,0.0002,537
Fri Sep 18 2026,SPX260918C05650000,1324.07,0,1243.9,1251.5,0,0.2767,0.8521,0.0002,72,5650.00,SPX260918P05650000,129,0,109,109.8,0,0.276,-0.1488,0.0002,1797
Fri Sep 18 2026,SPX260918C05675000,1241.23,0,1221.3,1229.9,0,0.2745,0.8482,0.0002,70,5675.00,SPX260918P05675000,115.03,-20.32,111.7,112.6,27,0.2741,-0.1527,0.0002,317
Fri Sep 18 2026,SPX260918C05700000,1457.61,0,1200.7,1208.3,0,0.273,0.8442,0.0002,11,5700.00,SPX260918P05700000,116.2,-22.7,114.6,115.5,2,0.2722,-0.1567,0.0002,5744
Fri Sep 18 2026,SPX260918C05725000,1006.5,0,1178.3,1186.6,0,0.2706,0.8401,0.0002,3,5725.00,SPX260918P05725000,143,0,117.6,118.5,0,0.2704,-0.1608,0.0002,499
Fri Sep 18 2026,SPX260918C05750000,1267.46,0,1157.8,1164.9,0,0.2693,0.8359,0.0002,6,5750.00,SPX260918P05750000,121.14,-24.86,120.7,121.6,21,0.2686,-0.165,0.0002,3638
Fri Sep 18 2026,SPX260918C05775000,1333.7,0,1135.6,1143.9,0,0.2671,0.8316,0.0002,4,5775.00,SPX260918P05775000,149,0,123.9,124.8,0,0.2668,-0.1693,0.0002,709
Fri Sep 18 2026,SPX260918C05800000,1072.35,0,1115.2,1122.3,0,0.2656,0.8272,0.0002,77,5800.00,SPX260918P05800000,129.9,-23.6,127.1,128.1,57,0.2649,-0.1738,0.0002,16066
Fri Sep 18 2026,SPX260918C05825000,957,0,1093.3,1101.5,0,0.2634,0.8226,0.0002,6,5825.00,SPX260918P05825000,136.08,-21.27,130.4,131.4,41,0.2631,-0.1783,0.0002,1006
Fri Sep 18 2026,SPX260918C05850000,1259.96,0,1073,1080.3,0,0.2618,0.818,0.0002,43,5850.00,SPX260918P05850000,137.55,-23.85,133.9,134.9,91,0.2613,-0.1829,0.0002,2619
Fri Sep 18 2026,SPX260918C05875000,1222.04,0,1051.4,1059.3,0,0.2598,0.8132,0.0002,7,5875.00,SPX260918P05875000,143.96,-21.54,137.4,138.4,11,0.2595,-0.1877,0.0002,644
Fri Sep 18 2026,SPX260918C05900000,1004.27,0,1031.2,1038.4,0,0.2582,0.8083,0.0002,129,5900.00,SPX260918P05900000,145.93,-23.77,141,142.1,23,0.2577,-0.1926,0.0002,19192
Fri Sep 18 2026,SPX260918C05925000,1181.05,0,1009.8,1017.6,0,0.2561,0.8033,0.0002,5,5925.00,SPX260918P05925000,149.19,-24.81,144.7,145.8,11,0.2559,-0.1976,0.0002,12237
